SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,CURRENT_PRICE,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,SUBSECTOR,HIGH_QUALITY_FLAG,HIGH_GROWTH_FLAG,COMPOUNDER_FLAG,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,ROE_SCORE,OPERATING_MARGIN_SCORE,GROWTH_STABILITY_SCORE,GROWTH_SCORE,GROWTH_CATEGORY
IFBAGRO,9132933120.0,MICRO CAP,975.0,19.117647,1.3956205,0.11156999,13.624,0.02078,0.03768,0.159,-0.354,Misc,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-02,Beverages - Wineries & Distilleries,0,0,0,64.21,10.94,50.02,17.54,37.574999999999996,38.06,WEAK GROWTH
JAYKAY,21572931584.0,SMALL CAP,165.5800018310547,9.809242,2.0667534,0.11156999,29.595,0.11731,0.28791,0.126,-0.767,Misc,Industrials,Specialty Business Services,2026-06-02,Specialty Business Services,0,0,0,59.06,3.03,50.02,63.16,31.045,38.05,WEAK GROWTH
NAGREEKCAP,358400672.0,MICRO CAP,28.40999984741211,3.54378318,1.300586,0.29845,331.577,-0.20045,0.14942001,-0.692,0.171,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,0,0,2.04,50.02,95.81,6.23,26.03,38.01,WEAK GROWTH
AXISBANK,3892700774400.0,MEGA CAP,1251.699951171875,14.820033,1.8085066,0.13152,29.595,0.39193,0.35406,-0.112,0.064,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,0,0,13.14,26.57,74.08,92.87,19.855,38.0,WEAK GROWTH
LANCORHOL,1781394560.0,MICRO CAP,24.219999313354492,26.454715,0.9154823,0.11156999,64.345,0.13773,-0.0156,-0.162,0.171,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,0,0,10.26,50.02,50.02,68.95,30.14,38.0,WEAK GROWTH
VINEETLAB,653973312.0,MICRO CAP,34.04999923706055,26.454715,2.2329333,0.11156999,300.832,0.12185001,-0.18101999,-0.134,0.171,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,11.51,50.02,50.02,64.25,30.765,37.96,WEAK GROWTH
BANG,532908000.0,MICRO CAP,39.29999923706055,10.3149605,0.5922867,0.11156999,35.295,0.01158,0.28488,0.179,-0.471,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,0,0,67.09,8.38,50.02,15.43,37.735,37.96,WEAK GROWTH
NAVA,170267721728.0,MID CAP,601.6500244140625,21.610992,2.1041348,0.10309,20.684,0.24535999,0.18333,0.122,-0.446,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,0,0,58.18,8.83,29.8,85.43,33.505,37.96,WEAK GROWTH
ISGEC,64889794560.0,SMALL CAP,882.5,59.42761,2.3710244,0.05371,32.93,0.04306,0.01604,0.174,0.041,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,66.29,25.39,16.99,24.39,45.84,37.93,WEAK GROWTH
HYUNDAI,1516445499392.0,LARGE CAP,1866.300048828125,27.92608,7.5780835,0.29916,5.484,0.07308,0.07676,0.048,-0.222,Automobiles,Consumer Cyclical,Auto Manufacturers,2026-06-02,Passenger Vehicles,0,0,0,29.19,14.31,95.85,35.4,21.75,37.93,WEAK GROWTH
AHCL,7398688768.0,MICRO CAP,13.920000076293945,21.415386,0.27240172,0.17355,17.133,0.29495,0.16556999,0.039,-0.548,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,0,0,27.86,6.62,84.69,88.92,17.24,37.9,WEAK GROWTH
JAGRAN,16674493440.0,SMALL CAP,76.61000061035156,8.465193,0.82750946,0.08794,5.156,0.14828,0.09851,0.009,0.171,Misc,Communication Services,Publishing,2026-06-02,Publishing,0,0,0,23.47,50.02,24.9,71.93,36.745000000000005,37.89,WEAK GROWTH
CROMPTON,176373383168.0,MID CAP,269.8500061035156,26.454715,5.8591714,-0.06337,5.797,0.099,-0.02991,0.108,0.171,Misc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-02,"Furnishings, Fixtures & Appliances",0,1,0,39.78,50.02,3.52,57.32,44.900000000000006,37.87,WEAK GROWTH
RELIANCE,17708592660480.0,MEGA CAP,1308.699951171875,21.934294,1.9589967,0.09139,36.653,0.099750005,0.0764,0.125,-0.126,Misc,Energy,Oil & Gas Refining & Marketing,2026-06-02,Oil & Gas Refining & Marketing,0,0,0,58.87,17.74,26.0,57.75,38.305,37.79,WEAK GROWTH
IDEA,1501634363392.0,LARGE CAP,13.859999656677246,4.3177567,-4.196185,0.11156999,29.595,-0.05821,0.77143997,0.032,0.171,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,0,0,26.68,50.02,50.02,9.28,38.35,37.78,WEAK GROWTH
CROWN,1239618304.0,MICRO CAP,110.44999694824219,15.914985,1.5952222,0.12745,74.87,0.33921,0.22333999,0.043,-0.316,Misc,Industrials,Rental & Leasing Services,2026-06-02,Rental & Leasing Services,0,0,0,28.41,11.86,72.83,91.15,20.134999999999998,37.78,WEAK GROWTH
MIRZAINT,4195809792.0,MICRO CAP,30.360000610351562,52.34483,0.7069508,0.11156999,4.955,-0.0759,0.01554,0.033,0.171,Misc,Consumer Cyclical,Footwear & Accessories,2026-06-02,Footwear & Accessories,0,0,0,26.8,50.02,50.02,8.61,38.410000000000004,37.75,WEAK GROWTH
GAYAPROJ,9402054656.0,MICRO CAP,20.25,3.54378318,0.62459517,0.11156999,51.304,0.21040002,0.8953306140999984,-0.328,0.171,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,0,0,5.68,50.02,50.02,82.26,27.85,37.72,WEAK GROWTH
PTC,54791143424.0,SMALL CAP,185.10000610351562,9.051345,0.9157836,0.103769995,25.059,0.04679,0.03611,0.289,-0.7,Misc,Utilities,Utilities - Independent Power Producers,2026-06-02,Utilities - Independent Power Producers,0,0,0,79.05,4.19,30.07,25.76,41.62,37.72,WEAK GROWTH
ALOKINDS,60426973184.0,SMALL CAP,12.170000076293945,26.454715,-0.27909005,0.11156999,29.595,-0.058730002,-0.20031,0.031,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,26.53,50.02,50.02,9.24,38.275000000000006,37.72,WEAK GROWTH
NOIDATOLL,986833600.0,MICRO CAP,5.300000190734863,3.630137,-7.759883,0.11156999,29.595,0.20917,0.63425,0.076,-0.045,Misc,Industrials,Infrastructure Operations,2026-06-02,Infrastructure Operations,0,0,0,34.59,20.99,50.02,82.11,27.79,37.67,WEAK GROWTH
SHANTI,71966880.0,MICRO CAP,6.480000019073486,26.454715,0.613346,0.11156999,38.071,0.9052779832539976,0.26007,-0.806418,0.171,Misc,Consumer Defensive,Farm Products,2026-06-02,Farm Products,0,0,0,0.53,50.02,50.02,99.51,25.275000000000002,37.65,WEAK GROWTH
TATACOMM,544691978240.0,LARGE CAP,1911.199951171875,52.332966,19.13592,0.31131,335.485,0.084359996,0.04038,0.094,-0.747,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,0,0,37.92,3.29,96.24,39.82,20.605,37.65,WEAK GROWTH
SHAHALLOYS,1357319296.0,MICRO CAP,68.55999755859375,3.54378318,-11.967184,0.11156999,29.595,0.57143,0.6291,-0.802,0.171,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,1.06,50.02,50.02,96.32,25.540000000000003,37.51,WEAK GROWTH
JAICORPLTD,19726761984.0,SMALL CAP,112.4000015258789,11.457696,1.3494208,0.11554,0.08224000000000001,0.20111,0.25399,0.026,-0.098,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,25.82,18.87,68.83,81.05,22.345,37.51,WEAK GROWTH
ABSLAMC,296577925120.0,MID CAP,1025.5999755859375,30.487514,7.3272324,0.25103,1.577,0.51856,0.47345,-0.145,-0.181,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,0,0,10.71,15.82,93.3,95.5,13.265,37.5,WEAK GROWTH
KOTAKBANK,3767223713792.0,MEGA CAP,378.75,19.523197,2.0796385,0.11389,29.595,0.35119998,0.26049,-0.11,0.098,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,0,0,13.23,28.52,68.52,91.58,20.875,37.47,WEAK GROWTH
AHLUCONT,52531646464.0,SMALL CAP,784.2000122070312,19.748175,2.7298074,0.11156999,3.881,0.06595,0.05992,0.114,0.092,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,0,0,40.84,28.23,50.02,32.69,34.535000000000004,37.45,WEAK GROWTH
VRAJ,4155810048.0,MICRO CAP,126.0,15.75,1.0060121,0.11156999,6.498,-0.0018000001,0.046350002,0.221,-0.879,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,72.65,1.88,50.02,12.76,37.265,37.37,WEAK GROWTH
ABCOTS,4807617024.0,MICRO CAP,218.88999938964844,36.788235,3.1392882,0.09871,95.828,0.05454,0.04319,0.233,-0.476,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,74.08,8.22,28.31,28.43,41.15,37.31,WEAK GROWTH
PITTIENG,34532663296.0,SMALL CAP,935.5,29.47385,3.498936,0.124960005,82.134,0.118719995,0.06159,0.069,-0.25,Misc,Industrials,Metal Fabrication,2026-06-02,Metal Fabrication,0,0,0,33.44,13.51,72.04,63.39,23.474999999999998,37.18,WEAK GROWTH
CHEMPLASTS,34135855104.0,SMALL CAP,215.89999389648438,26.454715,1.9455884,-0.14641,111.239,0.11131,-0.06626,0.091,0.171,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,37.39,50.02,2.11,61.51,43.705,37.17,WEAK GROWTH
PAVNAIND,2415264256.0,MICRO CAP,17.309999465942383,26.454715,1.2150779,0.02465,52.07,0.088599995,0.01539,-0.171,0.393,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,10.0,77.86,11.24,41.39,43.93,37.14,WEAK GROWTH
HEG,105886777344.0,MID CAP,548.7000122070312,27.726124,2.2237895,0.07338,16.73,-0.01126,0.12599,0.112,0.171,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,40.41,50.02,21.53,11.82,45.215,37.14,WEAK GROWTH
SUDARCOLOR,8286365696.0,MICRO CAP,359.0,18.62033,1.455368,0.08145001,4.031,-0.00208,0.05704,-0.042,0.232,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,17.99,70.99,23.45,12.69,44.489999999999995,37.1,WEAK GROWTH
SHREECEM,896606601216.0,LARGE CAP,24850.0,51.379066,9.730655,0.11156999,38.149,0.18603,0.1453,0.052,0.034,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,0,0,29.91,25.0,50.02,78.82,27.455,37.1,WEAK GROWTH
PARASPETRO,668441984.0,MICRO CAP,2.0,26.454715,3.0769231,0.11156999,29.595,0.0,0.0,0.121,0.0,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,50.1,23.12,50.02,13.21,36.61,36.95,WEAK GROWTH
SUMMITSEC,16737659904.0,SMALL CAP,1529.0,15.925424,0.14912048,0.011360001,29.595,-2.26089,0.72619003,0.121,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,50.1,50.02,8.73,1.53,50.06,36.94,WEAK GROWTH
ARSHIYA,297727776.0,MICRO CAP,1.1299999952316284,26.454715,-0.009372382,0.11156999,29.595,-0.88708,0.0,0.028,0.171,Misc,Industrials,Integrated Freight & Logistics,2026-06-02,Integrated Freight & Logistics,0,0,0,26.08,50.02,50.02,2.62,38.05,36.9,WEAK GROWTH
GARFIBRES,64815636480.0,SMALL CAP,652.9500122070312,32.631184,4.7837267,0.15306,3.161,0.20437999,0.12996,-0.014,-0.194,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,20.99,15.19,80.23,81.64,18.09,36.87,WEAK GROWTH
GALAXYSURF,62223089664.0,SMALL CAP,1755.0,23.26969,2.4551327,0.1047,8.579,0.06723,0.05095,0.148,-0.18,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,62.57,15.94,30.31,33.2,39.255,36.86,WEAK GROWTH
KAYA,3543572992.0,MICRO CAP,233.32000732421875,26.454715,-3.5929656,0.11156999,29.595,-0.22469,-0.43229,0.02,0.171,Consumer,Consumer Defensive,Household & Personal Products,2026-06-02,FMCG – Personal Care,0,0,0,24.92,50.02,50.02,5.95,37.47,36.83,WEAK GROWTH
ABDL,152581881856.0,MID CAP,545.5,66.850494,9.207528,0.13551,68.251,-0.00159,0.0582,0.121,-0.48,Misc,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-02,Beverages - Wineries & Distilleries,0,0,0,50.1,8.18,75.49,12.84,29.14,36.78,WEAK GROWTH
DNAMEDIA,338999104.0,MICRO CAP,2.880000114440918,28.800001,-0.13466755,0.11156999,29.595,0.23969999,-1.0127306999999999,-0.66,0.171,Misc,Communication Services,Publishing,2026-06-02,Publishing,0,0,0,2.15,50.02,50.02,84.93,26.085,36.76,WEAK GROWTH
PRAJIND,63654469632.0,SMALL CAP,346.29998779296875,268.44962,4.887929,0.11156999,16.118,0.02465,0.01635,-0.014,0.171,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,0,0,20.99,50.02,50.02,18.4,35.505,36.7,WEAK GROWTH
KOKUYOCMLN,8216887808.0,MICRO CAP,81.91999816894531,33.16599,2.5305037,0.11156999,11.417,0.020550001,0.01353,0.131,-0.339,Misc,Industrials,Business Equipment & Supplies,2026-06-02,Business Equipment & Supplies,0,0,0,59.73,11.37,50.02,17.5,35.55,36.64,WEAK GROWTH
BALAJEE,2406340096.0,MICRO CAP,29.5,18.670885,0.78759074,0.11156999,63.12,0.02458,0.02256,0.198,-0.9484418,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,0,0,69.95,0.53,50.02,18.36,35.24,36.51,WEAK GROWTH
KHANDSE,297296640.0,MICRO CAP,19.489999771118164,26.454715,1.0661342,-0.04487,10.393,-0.16925,-0.16580999,0.121,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,50.1,50.02,3.92,6.7,50.06,36.5,WEAK GROWTH
RECLTD,853691203584.0,LARGE CAP,324.20001220703125,5.245106,1.0223905,0.19957,594.7505399999964,0.90234,0.70553,-0.144,-0.219,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,10.79,14.47,88.68,98.98,12.629999999999999,36.48,WEAK GROWTH
CMSINFO,50436710400.0,SMALL CAP,306.3500061035156,16.77711,2.159417,0.12913,9.102,0.16094999,0.12198,0.022,-0.181,Misc,Industrials,Specialty Business Services,2026-06-02,Specialty Business Services,0,0,0,25.25,15.82,73.22,74.63,20.535,36.48,WEAK GROWTH
HGS,18775586816.0,SMALL CAP,403.6000061035156,26.454715,0.23562628,0.11156999,23.446,-0.28488,0.01006,0.011,0.171,Misc,Industrials,Specialty Business Services,2026-06-02,Specialty Business Services,0,0,0,23.79,50.02,50.02,5.6,36.905,36.4,WEAK GROWTH
TAJGVK,21205647360.0,SMALL CAP,338.20001220703125,5.2385383,3.07206,0.11156999,11.957,0.28652,0.2613,0.06,-0.102,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,0,0,0,31.6,18.62,50.02,88.14,25.11,36.4,WEAK GROWTH
CTE,619297280.0,MICRO CAP,32.16999816894531,26.454715,0.93332946,0.11156999,117.654,0.078590006,-0.05007,-0.093,0.171,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,14.47,50.02,50.02,37.82,32.245000000000005,36.36,WEAK GROWTH
GHCL,41771462656.0,SMALL CAP,455.70001220703125,9.08674,1.2081733,0.13420999,2.345,0.18739,0.15419,0.012,-0.218,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,23.86,14.58,74.98,78.97,19.22,36.35,WEAK GROWTH
RENUKA,46613925888.0,SMALL CAP,21.899999618530273,26.454715,-1.754105,0.11156999,29.595,0.06003,-0.08647,-0.061,0.171,Misc,Consumer Defensive,Confectioners,2026-06-02,Confectioners,0,0,0,16.54,50.02,50.02,30.54,33.28,36.35,WEAK GROWTH
LFIC,426929984.0,MICRO CAP,142.30999755859375,35.138268,0.7060954,-0.012309999,29.595,-2.36327,-0.102510005,0.121,0.171,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,1,0,50.1,50.02,5.32,1.45,50.06,36.25,WEAK GROWTH
RELIGARE,78475886592.0,SMALL CAP,235.52999877929688,90.938225,2.690234,0.02001,12.72,0.055359997,0.01012,0.221,-0.169,Financials,Financial Services,Insurance - Life,2026-06-02,Life Insurance,0,0,0,72.65,16.48,10.65,28.8,44.565000000000005,36.21,WEAK GROWTH
SUNDARAM,653951296.0,MICRO CAP,1.3799999952316284,69.0,0.8363637,0.03568,23.312,0.00839,0.02319,0.119,0.171,Misc,Basic Materials,Paper & Paper Products,2026-06-02,Paper & Paper Products,0,1,0,41.66,50.02,13.08,14.6,45.84,36.16,WEAK GROWTH
CLEAN,81971675136.0,SMALL CAP,771.2999877929688,35.74143,5.1785607,0.15309,0.135,0.30067,0.24009001,-0.055,-0.214,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,1,0,0,17.01,14.78,80.31,89.15,15.895,36.1,WEAK GROWTH
ANUP,36353105920.0,SMALL CAP,1814.800048828125,32.98437,5.710474,0.16945,15.903,0.14868,0.13374,-0.063,-0.113,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,16.31,18.23,83.79,72.04,17.27,36.05,WEAK GROWTH
APOLSINHOT,3266102272.0,MICRO CAP,1256.0,32.81944,2.140335,0.11156999,53.838,0.03678,0.01688,0.145,-0.593,Misc,Industrials,Specialty Business Services,2026-06-02,Specialty Business Services,0,0,0,62.14,5.78,50.02,22.32,33.96,36.01,WEAK GROWTH
SPECIALITY,5231156736.0,MICRO CAP,108.44999694824219,23.993362,1.5998641,0.11156999,42.426,0.10503,0.045100003,0.072,0.0,Hospitality,Consumer Cyclical,Restaurants,2026-06-02,Restaurants,0,0,0,34.03,23.12,50.02,59.32,28.575000000000003,35.94,WEAK GROWTH
UMAEXPORTS,845245824.0,MICRO CAP,25.0,26.454715,0.42920664,0.11156999,95.923,0.00912,-0.00281,0.133,-0.406,Misc,Consumer Defensive,Farm Products,2026-06-02,Farm Products,0,0,0,60.1,9.61,50.02,14.88,34.855000000000004,35.89,WEAK GROWTH
EIHAHOTELS,18414950400.0,SMALL CAP,302.20001220703125,21.1181,3.5509915,0.15308,0.712,0.35584,0.22718,-0.091,-0.185,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,1,0,0,14.62,15.6,80.27,91.86,15.11,35.82,WEAK GROWTH
ABREL,136176607232.0,MID CAP,1231.5,26.454715,3.6807783,-0.08911,152.371,-2.16209,-0.2535,0.121,0.171,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,0,50.1,50.02,3.07,1.57,50.06,35.81,WEAK GROWTH
LAKPRE,122091952.0,MICRO CAP,5.369999885559082,26.454715,0.22759059,-0.350592598045,29.595,0.08817001,-0.15453,0.209,-0.099,Misc,Industrials,Tools & Accessories,2026-06-02,Tools & Accessories,0,0,0,71.46,18.74,0.53,41.23,45.099999999999994,35.8,WEAK GROWTH
SKFINDIA,79530852352.0,SMALL CAP,1608.699951171875,29.88482,2.8929083,0.13543001,0.219,0.02898,0.07067,-0.51,0.171,Misc,Industrials,Tools & Accessories,2026-06-02,Tools & Accessories,0,0,0,3.48,50.02,75.41,19.97,26.75,35.8,WEAK GROWTH
SANDESH,7118283776.0,MICRO CAP,940.4000244140625,6.4931297,1.2026052,0.11156999,0.336,0.3566,0.19649,0.026,-0.03,Misc,Communication Services,Publishing,2026-06-02,Publishing,0,0,0,25.82,21.42,50.02,91.97,23.62,35.74,WEAK GROWTH
SRHHYPOLTD,8771222528.0,MICRO CAP,511.0,9.384756,0.8725095,0.11156999,1.283,0.13098,0.14253001,0.02,0.115,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,24.92,29.39,50.02,66.68,27.155,35.68,WEAK GROWTH
HBSL,381222688.0,MICRO CAP,53.40999984741211,26.454715,0.41294265,-0.12841,13.836,-3.01161,0.0,0.121,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,50.1,50.02,2.39,1.33,50.06,35.65,WEAK GROWTH
ITC,3520780566528.0,MEGA CAP,281.0,17.030304,4.8560467,0.2934,3.292,0.36479,0.26233,-0.05,-0.727,Consumer,Consumer Defensive,Tobacco,2026-06-02,Tobacco,0,0,0,17.31,3.6,95.54,92.17,10.455,35.64,WEAK GROWTH
CONTROLPR,9772463104.0,MICRO CAP,611.0,9.861201,2.175678,0.10099,1.51,0.15333,0.09047,0.144,-0.832,Misc,Industrials,Business Equipment & Supplies,2026-06-02,Business Equipment & Supplies,0,0,0,61.94,2.35,29.09,73.22,32.144999999999996,35.64,WEAK GROWTH
MOSCHIP,41862103040.0,SMALL CAP,215.75999450683594,120.536316,10.233353,0.09558,21.561,0.0388,0.060159996,0.137,-0.098,Misc,Technology,Semiconductor Equipment & Materials,2026-06-02,Semiconductor Equipment & Materials,0,0,0,60.81,18.87,27.13,23.02,39.84,35.62,WEAK GROWTH
ORCHPHARMA,40380014592.0,SMALL CAP,796.1500244140625,197.06683,3.1346834,0.11156999,29.595,-0.12264,-0.29572,-0.015,0.171,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,0,0,20.87,50.02,50.02,7.24,35.445,35.54,WEAK GROWTH
AFFORDABLE,2192572928.0,MICRO CAP,185.00999450683594,46.36842,2.0388799,0.11156999,69.146,0.12226,0.029660001,-0.421,0.171,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,4.4,50.02,50.02,64.33,27.21,35.48,WEAK GROWTH
ZUARIIND,7376799232.0,MICRO CAP,247.6999969482422,6.831219,0.15781663,0.024500001,72.104,0.12231,0.10333,0.031,0.171,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,0,0,26.53,50.02,11.2,64.37,38.275000000000006,35.47,WEAK GROWTH
ASHAPURMIN,68458778624.0,SMALL CAP,716.6500244140625,17.042807,4.800292,0.11156999,86.445,0.11391,0.09864,0.11,-0.209,Misc,Basic Materials,Other Industrial Metals & Mining,2026-06-02,Other Industrial Metals & Mining,0,0,0,40.05,14.84,50.02,62.37,27.445,35.45,WEAK GROWTH
HLEGLAS,25212069888.0,SMALL CAP,363.0,50.34674,4.66599,0.09648,56.224,0.08483,0.036530003,0.171,-0.475,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,65.88,8.26,27.33,39.98,37.07,35.41,WEAK GROWTH
BHARATRAS,23784753152.0,SMALL CAP,1431.0,17.925592,1.9870447,0.11156999,7.556,0.13333,0.10699,0.055,-0.013,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,0,0,30.64,22.3,50.02,67.42,26.47,35.28,WEAK GROWTH
CAPITALSFB,12266527744.0,SMALL CAP,270.0,8.681672,0.8393435,0.10095,29.595,0.07101,0.28999,0.12,0.167,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,1,0,41.99,32.34,29.05,34.42,37.165000000000006,35.27,WEAK GROWTH
JBCHEPHARM,341460189184.0,MID CAP,2126.699951171875,47.76954,8.209707,0.18688999,0.086,0.16476,0.17105,-0.048,-0.31,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,1,0,0,17.48,12.04,86.88,75.65,14.76,35.27,WEAK GROWTH
FMGOETZE,23415562240.0,SMALL CAP,420.8999938964844,13.723508,1.7216132,0.12438,0.08224000000000001,0.124309994,0.087139994,0.02,-0.173,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,24.92,16.19,71.89,64.92,20.555,35.26,WEAK GROWTH
GVKPIL,4690254848.0,MICRO CAP,2.9700000286102295,26.454715,-0.32286116,-0.350592598045,29.595,-3.91457,0.0,0.121,0.171,Misc,Utilities,Utilities - Independent Power Producers,2026-06-02,Utilities - Independent Power Producers,0,1,0,50.1,50.02,0.53,1.17,50.06,35.26,WEAK GROWTH
BALKRISIND,416211894272.0,MID CAP,2153.0,33.442062,3.799336,0.11156999,35.269,0.16359,0.1233,0.069,-0.15,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,33.44,17.17,50.02,75.29,25.305,35.25,WEAK GROWTH
INDIANCARD,1312987520.0,MICRO CAP,221.0,5.3446193,0.37843502,0.11156999,1.437,-0.43803,0.59928,-0.015,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,20.87,50.02,50.02,4.31,35.445,35.25,WEAK GROWTH
HEXATRADEX,8926439424.0,MICRO CAP,161.5800018310547,26.454715,0.1935477,-0.0019200001,0.187,0.76414,-1.0127306999999999,-0.031,0.171,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,19.19,50.02,6.15,97.81,34.605000000000004,35.23,WEAK GROWTH
KIRLOSBROS,128523345920.0,MID CAP,1618.5,34.36306,5.822822,0.11156999,10.101,0.108830005,0.09062,0.104,-0.187,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,39.27,15.51,50.02,60.57,27.39,35.23,WEAK GROWTH
SAKHTISUG,2107796224.0,MICRO CAP,17.709999084472656,7.4725738,1.199052,0.11156999,315.597,0.19983,-0.43633,-0.062,0.169,Misc,Consumer Defensive,Confectioners,2026-06-02,Confectioners,0,0,0,16.43,32.42,50.02,80.78,24.425,35.18,WEAK GROWTH
TVTODAY,6742553600.0,MICRO CAP,113.0,33.731346,0.7674389,0.022720002,1.647,-0.0156,0.01774,-0.143,0.466,Media,Communication Services,Broadcasting,2026-06-02,Broadcasting,0,0,0,10.88,79.76,10.96,11.47,45.32,35.06,WEAK GROWTH
SHALBY,18305167360.0,SMALL CAP,170.60000610351562,52.81734,1.8481606,0.03467,59.122,0.03779,0.03276,0.085,0.171,Misc,Healthcare,Medical Care Facilities,2026-06-02,Medical Care Facilities,0,0,0,36.22,50.02,12.92,22.63,43.120000000000005,35.03,WEAK GROWTH
OMFREIGHT,2832104448.0,MICRO CAP,84.0999984741211,14.858658,1.486496,0.0842,24.333,0.029690001,0.03363,0.212,-0.455,Misc,Industrials,Integrated Freight & Logistics,2026-06-02,Integrated Freight & Logistics,0,0,0,71.63,8.65,24.16,20.36,40.14,34.97,WEAK GROWTH
SANWARIA,346816352.0,MICRO CAP,0.25,26.454715,0.028467322,0.11156999,149.496,0.046669997,0.0,0.072,0.125,Misc,Consumer Defensive,Farm Products,2026-06-02,Farm Products,0,0,0,34.03,29.91,50.02,25.72,31.97,34.96,WEAK GROWTH
