SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,CURRENT_PRICE,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,SUBSECTOR,HIGH_QUALITY_FLAG,HIGH_GROWTH_FLAG,COMPOUNDER_FLAG,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,ROE_SCORE,OPERATING_MARGIN_SCORE,GROWTH_STABILITY_SCORE,GROWTH_SCORE,GROWTH_CATEGORY
MBLINFRA,4407410688.0,MICRO CAP,28.540000915527344,26.454715,0.41581678,0.11156999,98.238,-0.29961002,-0.29639998,0.665,0.171,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,1,0,92.46,50.02,50.02,5.48,71.24,60.42,MODERATE GROWTH
BERGEPAINT,591396667392.0,LARGE CAP,507.20001220703125,52.61411,8.55413,0.17226,9.165,0.13271,0.094849996,0.061,0.277,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,31.87,73.3,84.3,67.19,52.585,60.39,MODERATE GROWTH
SUPREMEENG,237452496.0,MICRO CAP,0.949999988079071,26.454715,-0.267079,0.11156999,29.595,0.042329997,-0.37842,0.449,0.171,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,0,87.06,50.02,50.02,24.12,68.54,60.39,MODERATE GROWTH
SCHAND,5431917568.0,MICRO CAP,154.0,7.146172,0.51495886,0.07168,12.949,0.42561,0.09507,0.162,0.197,Misc,Communication Services,Publishing,2026-06-02,Publishing,0,1,0,64.68,68.95,21.1,93.93,66.815,60.38,MODERATE GROWTH
PYRAMID,6002944000.0,MICRO CAP,162.77000427246094,20.5,2.292729,0.10957,66.496,0.0817,0.04232,0.138,0.572,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,1,0,60.98,82.26,31.64,39.08,71.62,60.37,MODERATE GROWTH
BIL,9870062592.0,MICRO CAP,736.0,25.662483,1.9878998,0.11156999,104.25,0.062459998,0.028859999,0.392,0.171,Misc,Consumer Cyclical,Footwear & Accessories,2026-06-02,Footwear & Accessories,0,1,0,84.83,50.02,50.02,31.44,67.425,60.35,MODERATE GROWTH
ADANIENT,3944754970624.0,MEGA CAP,2877.39990234375,39.089794,4.5962577,0.13664,119.56,0.0553,0.09295999,0.203,0.171,Metals,Energy,Thermal Coal,2026-06-02,Coal,0,1,0,70.67,50.02,75.72,28.74,60.345,60.26,MODERATE GROWTH
GPTHEALTH,12089957376.0,SMALL CAP,147.33999633789062,28.609707,4.7721457,0.16324,33.842,0.12991999,0.08935001,0.246,0.137,Misc,Healthcare,Medical Care Facilities,2026-06-02,Medical Care Facilities,0,1,0,75.29,30.7,82.62,66.44,52.995000000000005,60.26,MODERATE GROWTH
APARINDS,514872999936.0,LARGE CAP,12816.0,52.97181,10.609104,0.11156999,14.499,0.073699996,0.04526,0.162,0.192,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,64.68,68.72,50.02,35.51,66.7,60.24,MODERATE GROWTH
BPCL,1246313054208.0,LARGE CAP,291.70001220703125,4.821488,1.2445973,0.28469,54.332,0.08165,0.05677,0.067,0.28,Misc,Energy,Oil & Gas Refining & Marketing,2026-06-02,Oil & Gas Refining & Marketing,0,0,0,32.89,73.61,95.11,39.04,53.25,60.2,MODERATE GROWTH
GODREJAGRO,111857319936.0,MID CAP,581.5,23.647823,5.5052733,0.18681,72.751,0.03481,0.04634,0.083,0.482,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,0,0,35.92,80.15,86.84,21.65,58.035000000000004,60.16,MODERATE GROWTH
ABLBL,119423229952.0,MID CAP,98.31999969482422,69.7305,9.257132,0.12724,213.719,0.065349996,0.02037,0.119,0.452,Misc,Consumer Cyclical,Apparel Retail,2026-06-02,Apparel Retail,0,1,0,41.66,79.39,72.67,32.46,60.525,60.15,MODERATE GROWTH
IIFL,197093146624.0,MID CAP,463.5,11.967467,1.4159633,0.12286,446.24,0.39839,0.21020001,-0.141,1.831,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,11.08,93.3,71.34,93.07,52.19,60.11,MODERATE GROWTH
SARDAEN,183608262656.0,MID CAP,521.0499877929688,16.593948,2.623734,0.15999,35.204,0.20683001,0.19434,-0.006,0.459,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,21.83,79.62,81.95,81.99,50.725,60.1,MODERATE GROWTH
REGENCERAM,1103671808.0,MICRO CAP,41.7400016784668,659.2893770999999,-1.3134874,0.11156999,29.595,-1.05662,-0.58356,0.665,0.171,Misc,Industrials,Building Products & Equipment,2026-06-02,Building Products & Equipment,0,1,0,92.46,50.02,50.02,2.23,71.24,60.1,MODERATE GROWTH
TORNTPHARM,1465299501056.0,LARGE CAP,4329.5,67.70133,17.355001,0.16985,85.442,0.20205,0.15472001,0.418,-0.218,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,0,0,85.94,14.58,83.91,81.17,50.26,60.08,MODERATE GROWTH
ENERGYDEV,780425024.0,MICRO CAP,16.43000030517578,26.454715,4.8408957,0.11156999,29.595,-0.41498002,-0.00508,0.627,0.171,Misc,Utilities,Utilities - Regulated Electric,2026-06-02,Utilities - Regulated Electric,0,1,0,91.74,50.02,50.02,4.54,70.88,60.07,MODERATE GROWTH
ENDURANCE,376751357952.0,MID CAP,2678.39990234375,39.52774,5.5083456,0.15156999,19.393,0.087110005,0.0652,0.379,0.127,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,84.22,30.05,79.91,40.8,57.135,60.06,MODERATE GROWTH
IEX,110291017728.0,MID CAP,124.0199966430664,22.386282,8.134059,0.39419997,0.818,0.84190005,0.65990996,0.125,0.098,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,1,0,0,58.87,28.52,98.04,98.55,43.695,60.05,MODERATE GROWTH
BFINVEST,16084077568.0,SMALL CAP,427.0,5.7024574,0.18835,0.036530003,0.08224000000000001,0.80883,0.8953306140999984,0.417,0.171,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,1,0,85.88,50.02,13.23,98.32,67.95,60.04,MODERATE GROWTH
JASH,26725240832.0,SMALL CAP,424.8500061035156,33.691517,6.1241407,0.15712,19.563,0.21915,0.10348,-0.033,0.581,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,18.85,82.48,81.32,83.12,50.665000000000006,60.04,MODERATE GROWTH
SUKHJITS,5486133760.0,MICRO CAP,175.58999633789062,20.275982,1.0563965,0.048699997,60.879,0.04625,0.01863,0.122,4.187,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,58.18,96.75,16.01,25.53,77.465,59.98,MODERATE GROWTH
LAURUSLABS,745127673856.0,LARGE CAP,1379.9000244140625,88.73955,14.057231,0.17743,46.369,0.21529,0.13046,0.053,0.194,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,0,0,30.23,68.83,85.2,82.69,49.53,59.98,MODERATE GROWTH
GREAVESCOT,41064681472.0,SMALL CAP,176.27999877929688,38.573303,2.8630826,0.11156999,12.328,0.03943,0.03334,0.166,0.225,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,65.31,70.6,50.02,23.14,67.955,59.89,MODERATE GROWTH
AWL,243669991424.0,MID CAP,188.33999633789062,23.396273,2.3313444,0.10519,10.621,0.01844,0.013940001,0.18,0.537,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,67.21,81.56,30.5,16.72,74.38499999999999,59.84,MODERATE GROWTH
ARVINDFASN,62363418624.0,SMALL CAP,466.6000061035156,50.388767,6.5980372,0.15903,115.111,0.08354,0.02327,0.148,0.171,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,1,0,62.57,50.02,81.75,39.57,56.295,59.71,MODERATE GROWTH
SYNCOMF,13883800576.0,SMALL CAP,14.770000457763672,20.802818,3.598928,0.20191,0.355,0.14422,0.14685,-0.09,0.688,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,1,0,0,14.68,84.53,89.15,70.91,49.605000000000004,59.64,MODERATE GROWTH
CSLFINANCE,5082171392.0,MICRO CAP,226.0,6.028274,0.82858855,0.14805001,137.666,0.76808,0.33503,0.221,0.027,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,72.65,24.61,78.9,97.85,48.63,59.61,MODERATE GROWTH
MSUMI,251008401408.0,MID CAP,37.849998474121094,40.265957,11.718266,0.32393003,10.786,0.065120004,0.0547,0.331,0.015,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,81.79,23.88,96.87,32.34,52.835,59.59,MODERATE GROWTH
KOVAI,58557513728.0,SMALL CAP,5351.5,23.958008,4.438346,0.20326,30.528,0.19803,0.15416999,0.159,0.158,Misc,Healthcare,Medical Care Facilities,2026-06-02,Medical Care Facilities,0,1,1,64.21,31.91,89.39,80.46,48.059999999999995,59.57,MODERATE GROWTH
J&KBANK,155553021952.0,MID CAP,141.25999450683594,6.594771,0.9429969,0.15367,29.595,0.23302999,0.34678,0.121,0.171,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,1,0,50.1,50.02,80.38,84.53,50.06,59.57,MODERATE GROWTH
SUDEEPPHRM,86863134720.0,SMALL CAP,769.0499877929688,51.579475,11.565357,0.25056,16.749,0.32199,0.26919,0.157,0.076,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,0,0,63.76,27.35,93.27,90.17,45.555,59.56,MODERATE GROWTH
VSSL,26061623296.0,SMALL CAP,269.54998779296875,20.513697,2.1362169,0.1176,7.281,0.10645001,0.06955,0.07,0.458,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,33.71,79.52,69.66,59.87,56.614999999999995,59.55,MODERATE GROWTH
DOMS,132009263104.0,MID CAP,2175.199951171875,57.91267,10.821298,0.20091999,10.849,0.12871,0.09894,0.187,0.168,Misc,Industrials,Business Equipment & Supplies,2026-06-02,Business Equipment & Supplies,0,1,0,68.01,32.38,88.92,66.21,50.19500000000001,59.54,MODERATE GROWTH
BOROSCI,13475477504.0,SMALL CAP,151.5,83.70166,3.0320013,0.08174,1.955,0.191,0.07406,0.106,2.144,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,1,0,39.66,94.32,23.49,79.44,66.99,59.54,MODERATE GROWTH
BRIGHOTEL,23231170560.0,SMALL CAP,61.15999984741211,36.404762,2.4462042,0.11928,31.381,0.25156,0.11135,0.017,0.5,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,0,0,0,24.45,80.78,70.28,85.75,52.615,59.46,MODERATE GROWTH
AIRAN,2116588672.0,MICRO CAP,16.93000030517578,25.268656,1.4325606,0.11156999,0.678,0.04694,0.07519,0.093,3.429,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,37.67,96.2,50.02,25.92,66.935,59.45,MODERATE GROWTH
NAVKARCORP,14368561152.0,SMALL CAP,95.45999908447266,47.73,0.7329771,0.01551,9.055,0.13358,0.043649998,0.945,0.171,Misc,Industrials,Integrated Freight & Logistics,2026-06-02,Integrated Freight & Logistics,0,1,0,94.91,50.02,9.87,67.54,72.465,59.45,MODERATE GROWTH
RAJRILTD,11318106112.0,SMALL CAP,20.100000381469727,47.857143,8.582408,0.24372,142.191,0.03828,0.02881,0.432,0.008,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,86.57,23.71,92.87,22.79,55.14,59.45,MODERATE GROWTH
BSOFT,96380846080.0,SMALL CAP,344.8500061035156,18.650623,2.3525598,0.13656999,3.422,0.17045,0.09762,0.024,0.437,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,25.51,79.07,75.69,76.62,52.29,59.4,MODERATE GROWTH
RSL,10550416384.0,SMALL CAP,126.25,17.583567,2.4219694,0.19338,18.946,0.08282,0.04947,0.028,0.567,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,26.08,82.15,87.74,39.31,54.115,59.36,MODERATE GROWTH
SAKSOFT,18995625984.0,SMALL CAP,148.58999633789062,14.5819435,2.4391406,0.19065,5.607,0.16792999,0.13232,0.037,0.216,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,1,27.66,70.2,87.43,76.16,48.93,59.35,MODERATE GROWTH
UNITDSPR,920162533376.0,LARGE CAP,1265.0,52.489624,10.690622,0.20034,4.611,0.16929,0.14743,0.008,0.28,Misc,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-02,Beverages - Wineries & Distilleries,0,0,1,23.36,73.61,88.84,76.39,48.485,59.35,MODERATE GROWTH
NAUKRI,654797766656.0,LARGE CAP,1010.9000244140625,44.74989,1.3455524,0.045679998,0.64,0.34901002,0.44138,0.159,0.221,Misc,Communication Services,Internet Content & Information,2026-06-02,Internet Content & Information,0,1,0,64.21,70.44,15.23,91.5,67.32499999999999,59.32,MODERATE GROWTH
WAKEFIT,39932096512.0,SMALL CAP,120.5199966430664,20.086666,3.528206,0.22896999,24.021,0.03595,0.12705,0.135,0.171,Misc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-02,"Furnishings, Fixtures & Appliances",0,1,0,60.47,50.02,92.13,21.97,55.245000000000005,59.29,MODERATE GROWTH
CHEMBONDCH,4841383936.0,MICRO CAP,180.0,13.846154,2.340185,0.18198,29.595,0.14156,0.10719,0.121,0.171,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,50.1,50.02,86.02,70.2,50.06,59.27,MODERATE GROWTH
INTLCONV,4997241344.0,MICRO CAP,78.3499984741211,7.2951584,1.2685177,0.17397,17.291,0.18788,0.32084,0.777,-0.694,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,93.85,4.39,84.77,79.05,49.12,59.24,MODERATE GROWTH
SOUTHWEST,7898987008.0,MICRO CAP,264.79998779296875,24.4506,4.355191,0.17653999,39.376,0.2209,0.13590999,0.036,0.202,Misc,Energy,Oil & Gas Equipment & Services,2026-06-02,Oil & Gas Equipment & Services,0,0,0,27.39,69.21,85.08,83.52,48.3,59.18,MODERATE GROWTH
MANGLMCEM,23086731264.0,SMALL CAP,839.5999755859375,17.886663,2.3627143,0.14099,90.914,0.06915,0.07333,-0.025,2.857,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,0,0,19.79,95.56,76.98,33.79,57.675,59.15,MODERATE GROWTH
AGI,39355416576.0,SMALL CAP,608.2999877929688,11.190213,1.635149,0.15612,10.126,0.21176,0.13194,0.053,0.194,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,0,0,30.23,68.83,81.01,82.46,49.53,59.12,MODERATE GROWTH
PAGEIND,410964492288.0,MID CAP,36845.0,53.793034,27.350374,0.5137423209999978,18.422,0.18563,0.14558,0.141,0.09,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,0,0,61.45,28.09,99.51,78.7,44.77,59.11,MODERATE GROWTH
VIKRAMSOLR,70662725632.0,SMALL CAP,194.88999938964844,14.33897,2.2179382,0.21336001,20.366,0.12211,0.097959995,0.217,0.063,Misc,Technology,Solar,2026-06-02,Solar,0,0,0,72.18,26.49,90.6,64.29,49.335,59.08,MODERATE GROWTH
KSCL,43639943168.0,SMALL CAP,855.0,15.023722,2.0631094,0.18160999,29.595,-0.30479,0.20774001,0.187,0.171,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,1,0,68.01,50.02,85.94,5.29,59.015,59.03,MODERATE GROWTH
STLTECH,284992274432.0,MID CAP,583.7999877929688,516.63715,13.870277,0.026300002,85.626,0.09368,0.0117999995,5.351176299999867,0.171,Misc,Technology,Communication Equipment,2026-06-02,Communication Equipment,0,1,0,99.51,50.02,11.51,43.19,74.765,58.96,MODERATE GROWTH
ISHANCH,1639378432.0,MICRO CAP,59.9900016784668,26.454715,0.92222786,-0.057789996,63.522,0.156,-0.09276,1.0,0.171,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,1,0,95.26,50.02,3.6,73.77,72.64,58.94,MODERATE GROWTH
SAATVIKGL,56434622464.0,SMALL CAP,444.0,14.909335,4.1515117,0.42051,69.034,0.05802,0.07856,0.749,-0.38,Misc,Technology,Solar,2026-06-02,Solar,0,0,0,93.46,10.22,98.36,29.64,51.839999999999996,58.92,MODERATE GROWTH
CHOLAHLDNG,276445954048.0,MID CAP,1472.199951171875,11.31765,1.7889756,0.18035,594.7505399999964,0.37148,0.11547,0.152,0.12,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,63.25,29.66,85.79,92.33,46.455,58.91,MODERATE GROWTH
SAIL,850103369728.0,LARGE CAP,205.80999755859375,25.190943,1.4640791,0.11156999,57.763,0.028450001,0.025510002,0.118,1.676,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,0,41.44,92.64,50.02,19.69,67.03999999999999,58.9,MODERATE GROWTH
INDOTECH,28312920064.0,SMALL CAP,2666.0,31.535368,21.300734,0.28350002,1.391,0.13001001,0.11862001,0.158,0.141,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,64.0,30.91,95.07,66.48,47.455,58.88,MODERATE GROWTH
AFFLE,209076355072.0,MID CAP,1486.5999755859375,45.89688,5.716461,0.13786,0.405,0.17636,0.16788,0.203,0.157,Misc,Communication Services,Advertising Agencies,2026-06-02,Advertising Agencies,0,1,0,70.67,31.83,76.08,77.64,51.25,58.86,MODERATE GROWTH
SBICARD,574296227840.0,LARGE CAP,603.5,26.480911,3.6536343,0.14686,280.206,0.26117,0.1826,0.186,0.139,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,67.78,30.79,78.62,86.41,49.285,58.86,MODERATE GROWTH
MOTHERSON,1508072226816.0,LARGE CAP,143.1999969482422,39.125683,4.0888586,0.10114,43.908,0.07129,0.030869998,0.149,0.43,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,62.78,78.74,29.21,34.61,70.75999999999999,58.83,MODERATE GROWTH
AKSHARCHEM,1525405184.0,MICRO CAP,189.88999938964844,26.454715,0.5831519,-0.0016699999,41.473,0.01012,-0.00118,0.166,2.48,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,65.31,94.87,6.19,15.11,80.09,58.81,MODERATE GROWTH
VEDL,1301275213824.0,LARGE CAP,333.25,18.575808,3.2377,0.20403999,48.044,0.2624,0.22681999,-0.413,0.922,Misc,Basic Materials,Other Industrial Metals & Mining,2026-06-02,Other Industrial Metals & Mining,0,0,1,4.62,87.47,89.47,86.57,46.045,58.78,MODERATE GROWTH
ABCAPITAL,907325669376.0,LARGE CAP,346.1000061035156,24.321856,2.6340823,0.11181,491.748,0.13699001,0.116450004,0.077,0.301,Financials,Financial Services,Financial Conglomerates,2026-06-02,NBFC – Investment,0,0,0,34.79,74.65,67.89,68.56,54.72,58.74,MODERATE GROWTH
CCHHL,2121772160.0,MICRO CAP,12.979999542236328,25.45098,0.54927844,0.11156999,7.499,-0.07033,0.08352,0.427,0.171,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,0,1,0,86.39,50.02,50.02,8.89,68.205,58.64,MODERATE GROWTH
SMARTWORKS,49704005632.0,SMALL CAP,435.0,26.454715,9.397887,0.03269,594.7505399999964,0.20066999,0.0058600004,0.45,0.171,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,0,87.12,50.02,12.65,80.97,68.57000000000001,58.63,MODERATE GROWTH
RITES,96562913280.0,SMALL CAP,200.9199981689453,23.499414,3.6721861,0.16396,0.236,0.19740999,0.16988,0.248,-0.022,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,1,0,0,75.43,21.83,82.73,80.38,48.63,58.62,MODERATE GROWTH
MASTEK,53448445952.0,SMALL CAP,1724.0999755859375,13.31043,1.7287971,0.14814,14.648,0.14102,0.109230004,0.036,0.308,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,27.39,74.98,78.94,69.93,51.185,58.61,MODERATE GROWTH
PUNJABCHEM,11619646464.0,SMALL CAP,947.5999755859375,18.14978,2.7421837,0.16229999,36.418,0.09024,0.06211,0.031,0.558,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,26.53,81.83,82.38,41.93,54.18,58.59,MODERATE GROWTH
GALAPREC,11468524544.0,SMALL CAP,896.1500244140625,33.12939,4.1789465,0.12921,13.04,0.14731,0.11289,0.256,0.11,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,76.02,29.05,73.26,71.53,52.535,58.58,MODERATE GROWTH
NSLNISP,153622347776.0,MID CAP,52.41999816894531,262.09998,1.1844454,0.11156999,40.766,-0.05135,-0.06401,0.419,0.171,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,0,86.0,50.02,50.02,9.51,68.01,58.56,MODERATE GROWTH
AARTIIND,170059415552.0,MID CAP,468.3999938964844,40.589252,2.843251,0.07249,83.392,0.09837,0.05057,0.132,0.434,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,59.93,78.9,21.18,57.09,69.415,58.54,MODERATE GROWTH
AFSL,10226630656.0,SMALL CAP,201.33999633789062,9.689124,0.81598413,0.083579995,55.763,0.00182,0.00403,5.351176299999867,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,99.51,50.02,24.0,13.98,74.765,58.53,MODERATE GROWTH
SKFINDUS,106588250112.0,MID CAP,2156.0,49.0,2.3387831500000003,0.29479,0.309,0.093430005,0.0622,0.121,0.171,Misc,Industrials,Tools & Accessories,2026-06-02,Tools & Accessories,1,1,0,50.1,50.02,95.69,43.11,50.06,58.49,MODERATE GROWTH
TBOTEK,131290906624.0,MID CAP,1229.5,54.067722,9.48103,0.11156999,51.855,0.10301,0.10528,0.858,0.075,Misc,Consumer Cyclical,Travel Services,2026-06-02,Travel Services,0,0,0,94.52,27.23,50.02,58.57,60.875,58.47,MODERATE GROWTH
CYBERMEDIA,366603072.0,MICRO CAP,17.600000381469727,7.3029046,-3.7534657,0.11156999,216.303,0.056199998,0.03777,0.304,0.171,Misc,Communication Services,Publishing,2026-06-02,Publishing,0,1,0,80.03,50.02,50.02,29.05,65.025,58.43,MODERATE GROWTH
IKIO,11879589888.0,SMALL CAP,153.72000122070312,31.564682,1.9729445,0.07095,11.438,0.10614,0.063540004,0.473,0.171,Misc,Technology,Electronic Components,2026-06-02,Electronic Components,0,1,0,87.78,50.02,20.85,59.79,68.9,58.38,MODERATE GROWTH
BEPL,23407626240.0,SMALL CAP,94.05999755859375,12.991713,2.1643887,0.17278999,29.595,0.18176001,0.14119,-0.01,0.305,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,21.32,74.84,84.53,78.07,48.08,58.37,MODERATE GROWTH
PATELRMART,6046163968.0,MICRO CAP,181.02000427246094,13.881902,1.3867227,0.15668,44.929,0.03227,0.037249997,0.521,0.038,Misc,Consumer Cyclical,Department Stores,2026-06-02,Department Stores,0,0,0,89.19,25.2,81.13,20.83,57.195,58.35,MODERATE GROWTH
BHARATGEAR,1725294336.0,MICRO CAP,112.36000061035156,13.110852,1.4159873,0.11156999,64.485,0.033099998,0.01756,0.333,0.171,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,81.87,50.02,50.02,21.22,65.94500000000001,58.29,MODERATE GROWTH
TATACONSUM,1137901174784.0,LARGE CAP,1149.9000244140625,76.20278,5.597718,0.0694,12.159,0.11146,0.076009996,0.179,0.215,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,67.09,70.13,20.52,61.59,68.61,58.29,MODERATE GROWTH
SURAKSHA,14611256320.0,SMALL CAP,280.54998779296875,45.470013,6.325389,0.13843,53.533,0.16466999,0.103690006,0.312,-0.054,Healthcare,Healthcare,Diagnostics & Research,2026-06-02,Diagnostics,0,0,0,80.7,20.61,76.31,75.61,50.655,58.28,MODERATE GROWTH
TANLA,70864871424.0,SMALL CAP,536.1500244140625,14.020659,2.845052,0.21409,2.118,0.13497,0.11525,0.15,0.164,Technology,Technology,Software - Application,2026-06-02,SaaS,0,1,0,63.0,32.18,90.68,67.89,47.59,58.24,MODERATE GROWTH
INDHOTEL,928647217152.0,LARGE CAP,652.4000244140625,44.623806,8.026575,0.16430001,18.987,0.31103,0.20903999,0.145,0.147,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,0,1,0,62.14,31.26,82.77,89.7,46.7,58.21,MODERATE GROWTH
NAVKARURB,1189415680.0,MICRO CAP,1.059999942779541,35.333332,1.7263842,0.01852,3.591,0.08874,0.12576,3.145,0.171,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,1,0,98.55,50.02,10.22,41.46,74.285,58.19,MODERATE GROWTH
BBTCL,4553495040.0,MICRO CAP,222.0,21.89349,4.0865164,0.11156999,199.068,0.07997,0.016280001,0.261,0.171,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,1,0,76.47,50.02,50.02,38.29,63.245000000000005,58.1,MODERATE GROWTH
UNIINFO,122970880.0,MICRO CAP,11.5,26.454715,0.38117334,0.11156999,15.548,-0.02934,-0.0063,0.381,0.171,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,1,0,84.34,50.02,50.02,10.45,67.18,58.08,MODERATE GROWTH
HAVELLS,730064224256.0,LARGE CAP,1163.9000244140625,43.139362,7.7210884,0.18969999,2.801,0.09375,0.075040005,0.025,0.396,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,0,0,25.65,77.96,87.16,43.29,51.80499999999999,58.02,MODERATE GROWTH
KEYFINSERV,1470983808.0,MICRO CAP,264.25,17.430738,0.9858419,0.11156999,0.964,0.6646,0.3032,0.831,-0.203,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,0,0,94.32,14.92,50.02,97.26,54.62,57.96,MODERATE GROWTH
PGIL,74060849152.0,SMALL CAP,1603.5999755859375,26.646727,5.7247915,0.20896,65.567,0.085030004,0.05526,0.069,0.203,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,0,0,33.44,69.26,89.98,40.13,51.35,57.95,MODERATE GROWTH
ORIENTCER,4786764288.0,MICRO CAP,40.0099983215332,22.351955,1.6288726,0.07473,13.113,0.021170001,0.05416,0.162,0.621,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,64.68,83.22,21.85,17.7,73.95,57.9,MODERATE GROWTH
GTL,1168715136.0,MICRO CAP,7.429999828338623,3.54378318,-0.021459784,0.11156999,29.595,0.48574,0.8953306140999984,-0.167,12.812489799999865,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,0,0,10.1,99.51,50.02,95.14,54.805,57.88,MODERATE GROWTH
